GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,Year,Very High Degradation (<10%) (ha),High Degradation (10%-40%) (ha),Moderate Degradation (40%-70%) (ha),Low Degradation (>70%) (ha),Total_FDS_Area (ha)
Village Council,Debi chari,1005.52202026,Gomati,Karbook,Karbook,Jalaya Bazar,East Karbook,2023,58.58,173.36,275.68,157.58,665.2
Village Council,Jangidas Para,838.188824963,Gomati,Karbook,Karbook,Bairagidokan,Jenta Twisa,2023,61.17,243.44,271.56,53.45,629.62
Village Council,Durparai Para,680.370956196,Gomati,Karbook,Karbook,Bairagidokan,South Ekchari,2023,41.93,121.37,188.36,103.22,454.88
Village Council,Yaprikwtal,1241.59939355,Gomati,Santirbazar,Karbook,Jalaya Bazar,Lawgangsom,2023,20.65,77.56,289.55,321.73,709.49
Village Council,Twibaglai,1567.12188859,Gomati,Karbook,Tirthamukh,Tirthamukh,East Manikya Dewan,2023,12.19,91.34,406.97,457.05,967.55
Village Council,Sabuj banani,364.794298751,Gomati,Karbook,Karbook,Jatanbari,West Ekchari,2023,18.44,55.09,106.1,68.39,248.02
Village Council,Jugendra Para,1243.7821286,Gomati,Karbook,Karbook,Bairagidokan,East Manikya Dewan,2023,80.03,264.84,403.19,125.91,873.97
Village Council,Hamkrai,781.155490209,Gomati,Karbook,Karbook,Lowgang,Lowgang,2023,24.29,92.01,181.73,235.06,533.09
Village Council,Satarai Uchoipara,264.794803307,Gomati,Karbook,Karbook,Lowgang,South Chellagang,2023,11.97,38.76,58.67,65.93,175.33
Village Council,Mandirghat Para,449.738683188,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2023,35.56,53.7,100.33,99.21,288.8
Village Council,Rasnadhan Para,713.896619349,Gomati,Amarpur,Tirthamukh,Mandirghat,New Gomati,2023,14.01,67.57,211.17,196.33,489.08
Village Council,Santipara,640.040727478,Gomati,Karbook,Karbook,Jatanbari,Jatanbari,2023,54.27,137.8,220.29,86.26,498.62
,Baiddya Charri,436.907328333,Gomati,Amarpur,Tirthamukh,Tirthamukh,,2023,22.21,69.32,150.06,69.34,310.93
Village Council,Aaranga,796.82644337,Gomati,Amarpur,Tirthamukh,Tirthamukh,New Gomati,2023,20.97,84.84,231.19,205.52,542.52
Village Council,Swapner Sabuj,750.528621489,Gomati,Karbook,Karbook,Jatanbari,North Ekchari,2023,94.41,161.09,203.96,79.76,539.22
Village Council,Labarai Para,1034.00651863,Gomati,Amarpur,Amarpur,Nutanbazar,North Chellagang,2023,117.29,179.91,285.81,151.54,734.55
Village Council,Raishyabari Nokthai,251.929846122,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Narikal Kunja,2023,36.06,69.08,85.9,20.35,211.39
Village Council,Swam Twisa,692.711664764,Gomati,Amarpur,Tirthamukh,Tirthamukh,Natunbazar,2023,23.52,66.61,190.92,198.66,479.71
Village Council,Purba Potacherra,622.171687565,Dhalai,Gandacherra,Gonda Twisa,Potacherra,East Potacherra,2023,30.51,123.08,199.12,85.13,437.84
Village Council,Bhomracherra,948.295548142,Gomati,Amarpur,Amarpur,Nutanbazar,Natunbazar,2023,94.15,167.22,227.64,177.19,666.2
Village Council,Khasmai,790.349335796,Gomati,Amarpur,Amarpur,Kalajhari,Natunbazar,2023,17.37,79.97,246.38,194.02,537.74
Village Council,Indrakishore,495.296124101,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raishyabari,2023,65.05,132.39,140.77,33.19,371.4
Village Council,Chaplling Cherra,614.919744566,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2023,36.96,58.28,140.67,160.21,396.12
Village Council,Khedarnal,929.865058788,Gomati,Amarpur,Amarpur,Nutanbazar,Kedarnal,2023,48.48,125.51,228.2,212.42,614.61
Village Council,Madhanjoy,345.175100157,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2023,10.54,47.27,89.5,71.02,218.33
Village Council,Khapang Bodol,368.652992866,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Raima,2023,3.51,27.71,98.5,82.74,212.46
Village Council,Paschim Potacherra,1426.00641418,Dhalai,Gandacherra,Gonda Twisa,Potacherra,West Potacherra,2023,175.53,202.74,124.37,36.74,539.38
Village Council,Purba Duluma,1590.26118375,Gomati,Amarpur,Amarpur,Nutanbazar,East Duluma,2023,62.82,197.69,420.97,394.0,1075.48
Village Council,Lebacharamukh,1732.47861938,Gomati,Amarpur,Amarpur,Nutanbazar,Bhomracherra,2023,19.06,74.33,320.17,730.71,1144.27
Village Council,Banbihar EDC,264.442571481,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2023,53.12,71.7,28.33,31.3,184.45
Gram Panchayet,Khakchang,805.035194515,Gomati,Amarpur,Amarpur,Amarpur,Rangkang,2023,31.45,112.78,282.24,214.56,641.03
Village Council,Khetradhan Rouwaja Para,2219.57594013,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2023,287.23,482.78,392.31,158.24,1320.56
Village Council,Chanduk Twisa,465.570551126,Gomati,Amarpur,Amarpur,Dalak,Dalak,2023,37.54,93.96,165.43,81.07,378.0
Village Council,South Narikel Kunja,940.544937428,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2023,120.67,175.26,155.08,89.72,540.73
Village Council,Chandidas,792.823624669,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Tuichakma,2023,73.38,179.52,216.04,82.54,551.48
Village Council,Sarbajoy Para,2683.29822529,Gomati,Amarpur,Amarpur,Dalak,Paharpur,2023,109.78,226.26,503.46,890.58,1730.08
Village Council,Tawbera,757.583353185,Gomati,Amarpur,Amarpur,Amarpur,Rajkang,2023,57.45,140.13,243.33,198.86,639.77
Village Council,North Narikel Kunja,766.144163399,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2023,56.7,171.67,184.7,61.06,474.13
Gram Panchayet,Tausiha Moin RF,516.12608214,Gomati,Amarpur,Amarpur,Kalajhari,West Malbasa,2023,32.55,81.35,155.32,122.26,391.48
Village Council,Bowalkhali,3428.00817464,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bawalkhali,2023,103.59,426.51,961.95,586.23,2078.28
Gram Panchayet,Khabaha,1060.71866482,Gomati,Amarpur,Amarpur,Amarpur,Thakchara,2023,161.25,243.26,278.35,170.52,853.38
Village Council,Thakurcherra,1290.20871695,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2023,90.53,254.46,369.54,136.32,850.85
Village Council,Jharikusum,390.197645024,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2023,16.93,78.2,129.05,47.39,271.57
Village Council,Samal Twisa,3075.03492394,Gomati,Amarpur,Amarpur,Kalajhari,East Malbasa,2023,76.57,253.37,631.87,971.11,1932.92
Gram Panchayet,Newlife,404.453588489,Gomati,Amarpur,Killa,Nitya Bazar,Debbari,2023,11.53,35.4,84.65,144.05,275.63
Village Council,Tuichakma,1369.39587677,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2023,75.3,205.85,390.94,165.13,837.22
Village Council,Sangranma EDC,564.976198781,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2023,30.59,107.68,178.04,100.6,416.91
Village Council,Beledi EDC,1637.86754538,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2023,157.8,388.84,330.36,250.39,1127.39
Village Council,Kamalai,446.579247994,Gomati,Amarpur,Ampi,Chechua,Lalgiri,2023,36.77,81.62,160.29,58.35,337.03
Village Council,Bankarai Para,1537.91756356,Gomati,Amarpur,Amarpur,Bampur,Gungia,2023,59.41,152.43,371.3,500.49,1083.63
Village Council,Sukmohan JFMC (e Beat),1533.31558346,Gomati,Udaipur,Killa,Nitya Bazar,Dewanbari,2023,82.92,218.28,373.11,461.41,1135.72
Village Council,Uttar Thakurcherra,784.793738606,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Pancharatan,2023,43.35,156.39,249.75,71.82,521.31
Village Council,Ranipukur EDC,1044.58660753,Dhalai,Gandacherra,Gonda Twisa,Rani Pukur,Ranir Pukur,2023,81.86,236.59,333.83,100.48,752.76
Gram Panchayet,Puskini,1252.60892601,Gomati,Amarpur,Killa,Uttar Baramura,Bampur,2023,143.86,263.05,316.91,253.15,976.97
Village Council,Chhankhola,981.427272311,Gomati,Udaipur,Killa,Uttar Baramura,South Brajendra Nagar,2023,120.0,179.43,258.59,197.51,755.53
Village Council,Ramnagar EDC,1100.93826337,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2023,126.34,222.05,246.17,209.77,804.33
Village Council,Omlakbari,569.041694708,Gomati,Udaipur,Killa,Nitya Bazar,Noabari,2023,52.52,121.51,184.84,109.58,468.45
Village Council,Biswaram Para EDC,159.819158467,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2023,2.25,11.02,39.76,43.56,96.59
Village Council,Nagarai Bangsi,735.013897708,Gomati,Amarpur,Ampi,Chechua,South Sangang,2023,50.97,100.39,165.29,207.71,524.36
Village Council,Mach kumir EDC,653.566986486,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2023,159.55,162.6,98.23,47.03,467.41
Village Council,Kalajhari,2429.89047419,Gomati,Amarpur,Amarpur,Kalajhari,Gungia,2023,39.27,151.79,525.6,845.7,1562.36
Village Council,Hatimatha,281.115423049,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Tuichakma,2023,14.94,46.03,87.89,27.48,176.34
Village Council,Joychandra Para,644.176647335,Gomati,Amarpur,Amarpur,Sarbong,West Sarbong,2023,44.12,133.19,204.93,135.21,517.45
Village Council,North Sarma,826.505940311,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Narayan Pur,2023,62.85,173.23,257.53,78.83,572.44
Village Council,Laxmipur EDC,277.791337855,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Dhalajhari,2023,6.25,33.79,74.26,80.12,194.42
Village Council,Old Dalapati,1235.61875047,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Sarma,2023,41.2,180.1,459.74,166.23,847.27
Village Council,Mohankanta,1689.98615462,Gomati,Udaipur,Killa,Uttar Baramura,South Baramura,2023,35.2,140.48,351.41,613.31,1140.4
Village Council,Sinsat,380.392529214,Gomati,Udaipur,Killa,Killa,Darjeeling,2023,8.11,42.05,104.69,108.51,263.36
Village Council,Thandachara,1124.8808031,Gomati,Udaipur,Killa,Khupilong,Kachigang,2023,73.84,205.82,442.02,167.58,889.26
Village Council,Salka,1667.3399919,Gomati,Amarpur,Ampi,Dhanlekha,Sonacherra,2023,135.57,305.08,558.75,344.85,1344.25
Village Council,Marua Colony,622.74700385,Gomati,Amarpur,Ampi,Chechua,South Sangang,2023,11.02,42.37,95.44,275.82,424.65
Village Council,Naharmabadal,1058.88519173,Gomati,Udaipur,Killa,Killa,Joyingbari,2023,49.42,129.1,264.35,333.05,775.92
Village Council,Chandrakumar EDC,1495.18798018,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Laxmipur,2023,120.25,233.12,360.78,316.04,1030.19
Village Council,Atharabhola JFMC,496.808017671,Gomati,Udaipur,Killa,T.C Bari,Jalema,2023,44.25,157.4,181.44,29.27,412.36
Village Council,Thumbari,1274.37531363,Gomati,Udaipur,Killa,Killa,North Baramura,2023,31.37,94.26,198.03,511.18,834.84
Village Council,Haja Twisha,1493.50833705,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Dalapati,2023,28.06,163.04,553.65,251.71,996.46
Village Council,Ganda Twisa,3575.59010867,Gomati,Amarpur,Amarpur,Bampur,East Sarbong,2023,101.53,235.64,669.49,1272.1,2278.76
Village Council,Rangajhari EDC,643.266796865,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2023,23.23,71.57,180.13,176.69,451.62
Village Council,Kanankta Para,1994.00771791,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Uttar Gandacherra,2023,68.94,287.14,728.21,289.67,1373.96
Village Council,Longdhor,529.550897599,Gomati,Udaipur,Killa,Khupilong,Bagma,2023,60.43,156.96,174.94,32.37,424.7
Village Council,Ha Khamber,1676.57092761,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Kalyansing,2023,28.27,149.48,502.71,322.84,1003.3
Village Council,Tangpaiya,4038.91704244,Gomati,Amarpur,Ampi,Ekjamchara,Ekjancherra,2023,158.52,332.32,683.94,1539.69,2714.47
Village Council,Serthum,588.342322225,Gomati,Amarpur,Ampi,Ampi,North Sangang,2023,17.23,51.38,123.95,200.95,393.51
Village Council,Jari Milre EDC,479.129054769,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2023,13.05,60.9,145.51,133.54,353.0
Village Council,Karna kishore,843.573821707,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2023,6.97,67.94,297.03,161.76,533.7
Village Council,Kunarampara,431.406134638,Gomati,Amarpur,Ampi,Ekjamchara,Melchi,2023,20.28,68.01,117.87,101.99,308.15
Village Council,Temtui Kami,1542.28926988,Gomati,Amarpur,Ampi,Ampi,Chechua,2023,125.34,286.79,443.77,353.68,1209.58
Village Council,Mohannya Para,830.55952729,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bhagirath,2023,5.58,66.73,303.71,189.19,565.21
Village Council,Manthar,2448.32327165,Gomati,Udaipur,Killa,Killa,North Brajendra Nagar,2023,100.98,305.53,602.03,730.73,1739.27
Village Council,Hojagiri,236.027566788,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2023,4.71,20.38,59.48,66.09,150.66
Village Council,New Boncher,741.980581738,Gomati,Amarpur,Ampi,Ampi,Baishyamani,2023,8.75,38.68,152.44,297.34,497.21
Village Council,Atharamura,878.17251714,Gomati,Amarpur,Ampi,Ekjanchara,Gamaicherra,2023,60.33,114.45,175.06,238.64,588.48
Village Council,Lailak,1955.89556295,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2023,15.28,92.72,319.64,793.89,1221.53
Village Council,Nelsi,572.938042447,Gomati,Amarpur,Ampi,Ampi,Ompinagar,2023,89.47,128.59,136.25,106.45,460.76
Village Council,Dalirai EDC,629.211105796,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2023,13.98,62.26,170.71,132.42,379.37
Village Council,20 Kilo,1421.68418844,Gomati,Amarpur,Ampi,Dhanlekha,Gamaicherra,2023,24.34,78.92,235.19,639.29,977.74
Village Council,Balong Hamkrai Bodal EDC,838.229304652,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2023,31.53,104.08,197.91,235.79,569.31
Village Council,Girachandra Para JFMC,1164.76782806,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2023,16.5,88.54,336.1,215.82,656.96
Village Council,Nabakumar Para,706.868391588,Dhalai,Ambassa,Gonda Twisa,Bhagirath Para,Siddha Para,2023,6.42,56.38,215.35,125.81,403.96
Village Council,Salka,1142.3686874,Gomati,Amarpur,Amarpur,Sarbong,Haripur,2023,84.48,178.21,250.03,298.18,810.9
Village Council,Lungthang,1176.68077564,Gomati,Amarpur,Ampi,Dhanlekha,Toidudhepa,2023,48.93,149.0,273.85,385.15,856.93
Village Council,Ruhida & Rajaram,1001.25996196,Gomati,Amarpur,Ampi,Chankhala,East Taichalong,2023,26.9,92.06,195.09,340.96,655.01
Village Council,Agachaimarua,1831.60294938,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2023,8.09,63.72,284.15,775.7,1131.66
Village Council,Punlonga,518.544435583,Gomati,Amarpur,Ampi,Taidu,Taidu,2023,42.74,96.79,143.51,138.67,421.71
Village Council,Ramthwk,596.327238508,Gomati,Amarpur,Ampi,Chankhala,West Taichhlong,2023,33.29,86.56,161.94,181.53,463.32
Village Council,Athukrai,317.868260926,Dhalai,Ambassa,Ganganagar,Ganganagar,Radharambari,2023,4.87,35.44,106.91,54.82,202.04
Village Council,Yakbaksa,788.462383816,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2023,11.54,72.36,246.08,140.15,470.13
Village Council,Harung Para,1368.11003648,Gomati,Amarpur,Ampi,Chankhala,Jambukcherra,2023,90.19,215.38,335.68,389.43,1030.68
Village Council,Y-Ghati,1635.05976157,Gomati,Amarpur,Killa,T.C Bari,Palku,2023,22.38,111.86,299.42,689.26,1122.92
Village Council,Batapara,3745.07682631,Gomati,Amarpur,Ampi,Chankhala,Ompicherra,2023,83.81,222.37,514.7,1638.68,2459.56
Village Council,Sisathai,514.241629853,Dhalai,Ambassa,Ganganagar,Karnamanipara,Ganganagar,2023,3.63,32.03,152.39,117.07,305.12
Village Council,Lungfung,1881.54096483,Gomati,Amarpur,Ampi,Taidu,North Toidu,2023,126.89,268.32,467.48,587.26,1449.95
Village Council,Nithok,652.387964658,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2023,37.62,113.78,191.49,94.86,437.75
Village Council,Salpaha,1158.13871714,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2023,24.67,81.79,283.11,329.17,718.74
Village Council,Karasmai,1421.65324712,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2023,27.79,127.63,365.86,394.26,915.54
Village Council,Tongthai,2842.31808744,Dhalai,Ambassa,Ganganagar,Karnamanipara,Tetaiya,2023,21.51,226.76,849.56,373.31,1471.14
Village Council,Khumber,1493.3623,Dhalai,Ambassa,Gonda Twisa,Ganganagar,Karanmani Para,2023,8.79,94.58,461.93,319.05,884.35
Village Council,Chaskhang,1573.75377408,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2023,24.82,151.2,478.88,272.16,927.06
Village Council,Tuiyari,1186.53377723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2023,14.93,85.57,310.47,314.12,725.09
Village Council,Hamiyakma,1139.69679265,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2023,27.48,90.33,271.86,323.94,713.61
Village Council,LamKaham,1467.63399723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2023,45.46,180.81,385.92,265.63,877.82
Village Council,Khasrang,1895.74790361,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2023,26.96,100.68,581.42,427.07,1136.13
Gram Panchayet,Balipara,51.3958995764,South Tripura,Sabroom,Satchand,Betaga,Indiranagar,2024,10.45,14.37,5.92,3.52,34.26
Gram Panchayet,Nathurampara,404.819844884,South Tripura,Sabroom,Srinagar,Amlighat,Amlighat,2024,46.59,156.95,72.04,15.6,291.18
Village Council,Herbatali,906.827718162,South Tripura,Belonia,Satchand,Betaga,Harbatali,2024,94.96,269.22,193.21,79.35,636.74
Village Council,Bhangamura,1082.58244613,South Tripura,Belonia,Srinagar,Amlighat,Harbatali,2024,35.82,195.56,234.67,207.59,673.64
Village Council,Mandalipara,376.43932684,South Tripura,Sabroom,Satchand,Betaga,Ratanmani,2024,24.37,115.4,101.18,42.66,283.61
Gram Panchayet,Srinagar,484.922792835,South Tripura,Sabroom,Srinagar,Srinagar,Srinagar,2024,88.42,199.41,73.21,32.74,393.78
Village Council,Dulakchari,473.804181204,South Tripura,Sabroom,Srinagar,Amlighat,Ratanmani,2024,11.96,76.82,76.89,86.11,251.78
Gram Panchayet,Pongbari Kanalbari,440.919005037,South Tripura,Sabroom,Srinagar,Srinagar,Subashnagar,2024,78.66,151.3,78.88,41.72,350.56
Village Council,Khumchari,571.43460311,South Tripura,Sabroom,Srinagar,Srinagar,Dasharath Nagar,2024,51.37,159.69,105.04,70.79,386.89
Village Council,Uttar Betaga,909.238935141,South Tripura,Belonia,Satchand,Betaga,Betaga,2024,38.43,223.8,296.65,125.26,684.14
Village Council,South Baisnabpur,783.786813016,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2024,30.7,154.71,155.65,112.4,453.46
Village Council,Joy Sing Bari,1079.85474589,South Tripura,Sabroom,Srinagar,Shankartilla,West Takkatulshi,2024,20.69,179.12,191.55,191.18,582.54
Village Council,Kaladhepa,371.514278694,South Tripura,Sabroom,Satchand,Manubazar,Kaladhepa,2024,26.63,107.38,110.41,62.05,306.47
Village Council,Dakshin Bijoypur,606.200783885,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2024,16.69,107.26,110.05,88.35,322.35
Village Council,Gagrabosti,720.781687775,South Tripura,Sabroom,Bankul,Baisnabpur,Baishnabpur,2024,58.46,156.97,116.16,84.23,415.82
Gram Panchayet,Madhupara,625.815532408,South Tripura,Sabroom,Srinagar,Shankartilla,Rajnagar,2024,18.02,91.22,99.31,149.23,357.78
Village Council,Phulchari,186.967252257,South Tripura,Sabroom,Satchand,Manubazar,North Kaladhepa,2024,13.93,49.72,41.46,26.54,131.65
Village Council,Ramchanpara,2353.09572343,South Tripura,Sabroom,Srinagar,Shankartilla,East Tekka Tulshi R.F,2024,71.0,373.37,435.8,441.12,1321.29
Village Council,Salka,1057.32737303,South Tripura,Sabroom,Bankul,Magroom,Magroom,2024,31.02,108.86,151.76,228.35,519.99
Village Council,Mawchang,1020.3075696,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2024,28.74,122.25,145.29,200.0,496.28
Gram Panchayet,Joypur,885.80361316,South Tripura,Belonia,Hrishyamukh,Nalua,Krishnanagar,2024,133.93,308.63,131.7,71.71,645.97
Village Council,Naya Bari,739.9747893,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2024,12.87,88.08,114.66,194.93,410.54
Village Council,Lama Kahum,1077.67320808,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2024,21.2,133.61,161.55,288.13,604.49
Gram Panchayet,Krishnanagar,681.827080141,South Tripura,Belonia,Hrishyamukh,Nalua,Haripur,2024,96.57,246.19,102.52,65.2,510.48
Village Council,Manoranjanpara,776.811393393,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2024,14.19,87.42,118.19,162.24,382.04
Village Council,Brinda Kishore Roaja Para,1544.6498855,South Tripura,Sabroom,Bankul,Bankul,Bishnupur,2024,38.36,245.86,259.59,273.78,817.59
Gram Panchayet,Malambari,941.44723087,South Tripura,Belonia,Hrishyamukh,Malambari,Hrishyamukh,2024,136.9,320.2,167.92,97.08,722.1
Village Council,Ananda Kumar,413.728472093,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2024,18.79,96.62,81.46,81.83,278.7
Village Council,Chota Sakbari,347.640035295,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2024,19.83,80.01,59.71,66.31,225.86
Village Council,Maa Bankumai,1965.79397961,South Tripura,Belonia,Hrishyamukh,Hrishyamukh,Dhananjoy Nagar,2024,37.08,225.57,262.11,596.39,1121.15
Village Council,Chati,608.126203007,South Tripura,Sabroom,Satchand,Bhuratali,North Taichima,2024,27.71,122.9,108.87,115.19,374.67
Gram Panchayet,Bhatubari,1539.28003877,South Tripura,Belonia,Hrishyamukh,Motai,Debipur,2024,167.89,406.43,297.45,227.62,1099.39
Village Council,Khakaham,709.415068979,South Tripura,Belonia,Kakulia,Manirambari,Manirampur,2024,32.85,164.57,142.35,153.05,492.82
Village Council,South Hichachara,1035.42012358,South Tripura,Santirbazar,Kakulia,Abhanga,Ramraibari,2024,63.86,233.99,195.48,208.73,702.06
Village Council,Thansha,687.607953157,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2024,13.23,85.58,89.47,207.28,395.56
Village Council,Sachirambari,1705.56944018,South Tripura,Santirbazar,Kakulia,Abhanga,South Hichacherra,2024,78.04,448.93,338.03,213.53,1078.53
Village Council,Hakchal,775.586408288,South Tripura,Santirbazar,Kakulia,Srikantabari,Abangchara,2024,32.04,176.27,153.96,126.48,488.75
Gram Panchayet,Madhya Pilak,758.484846032,South Tripura,Santirbazar,Kakulia,Abhanga,South Jolaibari,2024,38.62,152.08,145.81,130.65,467.16
Village Council,Mohininagar,795.769978331,South Tripura,Belonia,Hrishyamukh,Motai,Mohini Nagar,2024,23.84,116.67,122.93,231.31,494.75
Gram Panchayet,Joykatpur,733.815354216,South Tripura,Belonia,Hrishyamukh,Motai,Baspadua,2024,87.98,219.18,181.38,91.37,579.91
Village Council,Khorangbaksha,1148.00517798,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2024,115.86,300.67,216.54,171.61,804.68
