GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,Year,Tropical Evergreen (ha),Semi Evergreen (ha),Moist Mixed Deciduous (ha),Mixed Deciduous (ha),Total_Forest_Area (ha)
Village Council,Indrakishore,495.2961241,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raishyabari,2024,5.49,10.46,27.52,4.93,48.4
Village Council,Chaplling Cherra,614.9197446,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2024,47.92,72.19,38.35,82.58,241.04
Village Council,Khedarnal,929.8650588,Gomati,Amarpur,Amarpur,Nutanbazar,Kedarnal,2024,64.23,94.44,51.06,132.97,342.7
Village Council,Madhanjoy,345.1751002,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2024,22.26,43.43,17.89,50.72,134.3
Village Council,Khapang Bodol,368.6529929,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Raima,2024,64.15,56.09,21.54,71.46,213.24
Village Council,Paschim Potacherra,1426.006414,Dhalai,Gandacherra,Gonda Twisa,Potacherra,West Potacherra,2024,5.39,9.92,21.2,6.5,43.01
Village Council,Purba Duluma,1590.261184,Gomati,Amarpur,Amarpur,Nutanbazar,East Duluma,2024,104.35,144.09,94.84,235.61,578.89
Village Council,Lebacharamukh,1732.478619,Gomati,Amarpur,Amarpur,Nutanbazar,Bhomracherra,2024,410.35,294.05,65.51,423.53,1193.44
Village Council,Banbihar EDC,264.4425715,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2024,2.98,8.12,7.81,4.18,23.09
Gram Panchayet,Khakchang,805.0351945,Gomati,Amarpur,Amarpur,Amarpur,Rangkang,2024,25.88,42.76,43.87,22.87,135.38
Village Council,Khetradhan Rouwaja Para,2219.57594,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2024,16.69,34.99,64.99,26.42,143.09
Village Council,Chanduk Twisa,465.5705511,Gomati,Amarpur,Amarpur,Dalak,Dalak,2024,11.95,17.05,22.44,18.71,70.15
Village Council,South Narikel Kunja,940.5449374,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2024,9.49,16.64,25.97,10.7,62.8
Village Council,Chandidas,792.8236247,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Tuichakma,2024,23.53,39.62,43.23,39.19,145.57
Village Council,Sarbajoy Para,2683.298225,Gomati,Amarpur,Amarpur,Dalak,Paharpur,2024,466.69,318.93,109.77,671.55,1566.94
Village Council,Tawbera,757.5833532,Gomati,Amarpur,Amarpur,Amarpur,Rajkang,2024,29.83,40.15,48.19,14.92,133.09
Village Council,North Narikel Kunja,766.1441634,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2024,11.1,25.2,42.02,20.07,98.39
Gram Panchayet,Tausiha Moin RF,516.1260821,Gomati,Amarpur,Amarpur,Kalajhari,West Malbasa,2024,27.97,36.25,30.42,47.34,141.98
Village Council,Bowalkhali,3428.008175,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bawalkhali,2024,388.54,383.07,215.52,458.67,1445.8
Gram Panchayet,Khabaha,1060.718665,Gomati,Amarpur,Amarpur,Amarpur,Thakchara,2024,25.43,37.98,41.94,30.02,135.37
Village Council,Thakurcherra,1290.208717,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2024,28.65,64.21,71.34,55.52,219.72
Village Council,Jharikusum,390.197645,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2024,11.46,23.34,26.8,22.59,84.19
Village Council,Samal Twisa,3075.034924,Gomati,Amarpur,Amarpur,Kalajhari,East Malbasa,2024,437.3,378.37,162.87,658.99,1637.53
Gram Panchayet,Newlife,404.4535885,Gomati,Amarpur,Killa,Nitya Bazar,Debbari,2024,46.77,58.37,19.69,75,199.83
Village Council,Tuichakma,1369.395877,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2024,70.92,131.43,85.57,140.89,428.81
Village Council,Sangranma EDC,564.9761988,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2024,19.71,33.94,36.48,32.46,122.59
Village Council,Beledi EDC,1637.867545,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2024,13.91,42.27,40.16,32.57,128.91
Village Council,Kamalai,446.579248,Gomati,Amarpur,Ampi,Chechua,Lalgiri,2024,8.99,14.74,27.15,9.51,60.39
Village Council,Bankarai Para,1537.917564,Gomati,Amarpur,Amarpur,Bampur,Gungia,2024,143.08,189.78,74.96,341.29,749.11
Village Council,Sukmohan JFMC (e Beat),1533.315583,Gomati,Udaipur,Killa,Nitya Bazar,Dewanbari,2024,121.21,144.77,76.32,240.97,583.27
Village Council,Uttar Thakurcherra,784.7937386,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Pancharatan,2024,22.04,49.03,54.01,47.39,172.47
Village Council,Ranipukur EDC,1044.586608,Dhalai,Gandacherra,Gonda Twisa,Rani Pukur,Ranir Pukur,2024,24.13,53.12,66.56,45.95,189.76
Gram Panchayet,Puskini,1252.608926,Gomati,Amarpur,Killa,Uttar Baramura,Bampur,2024,40.94,65.11,54.46,59.23,219.74
Village Council,Chhankhola,981.4272723,Gomati,Udaipur,Killa,Uttar Baramura,South Brajendra Nagar,2024,39.59,53.93,54.11,55.18,202.81
Village Council,Ramnagar EDC,1100.938263,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2024,29.24,50.27,56.28,59.89,195.68
Village Council,Omlakbari,569.0416947,Gomati,Udaipur,Killa,Nitya Bazar,Noabari,2024,24.2,32.46,28.12,41.45,126.23
Village Council,Biswaram Para EDC,159.8191585,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2024,9.52,15.23,14.11,16.68,55.54
Village Council,Nagarai Bangsi,735.0138977,Gomati,Amarpur,Ampi,Chechua,South Sangang,2024,36.72,70.62,41.55,57.09,205.98
Village Council,Mach kumir EDC,653.5669865,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2024,5.92,11.11,25.93,7.14,50.1
Village Council,Kalajhari,2429.890474,Gomati,Amarpur,Amarpur,Kalajhari,Gungia,2024,399.49,308.99,127.17,628.7,1464.35
Village Council,Hatimatha,281.115423,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Tuichakma,2024,12.1,23.7,17.41,22.22,75.43
Village Council,Joychandra Para,644.1766473,Gomati,Amarpur,Amarpur,Sarbong,West Sarbong,2024,17.95,33.18,35.58,19.66,106.37
Village Council,North Sarma,826.5059403,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Narayan Pur,2024,18.53,50.47,52.53,40.39,161.92
Village Council,Laxmipur EDC,277.7913379,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Dhalajhari,2024,13.59,24.65,16.05,25.61,79.9
Village Council,Old Dalapati,1235.61875,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Sarma,2024,63.07,121.1,82.23,137.74,404.14
Village Council,Mohankanta,1689.986155,Gomati,Udaipur,Killa,Uttar Baramura,South Baramura,2024,189.39,223.61,91.24,356.95,861.19
Village Council,Sinsat,380.3925292,Gomati,Udaipur,Killa,Killa,Darjeeling,2024,40.17,32.64,24.88,55.76,153.45
Village Council,Thandachara,1124.880803,Gomati,Udaipur,Killa,Khupilong,Kachigang,2024,37.62,54.66,74.05,46.78,213.11
Village Council,Salka,1667.339992,Gomati,Amarpur,Ampi,Dhanlekha,Sonacherra,2024,44.47,78.36,89.53,49.99,262.35
Village Council,Marua Colony,622.7470039,Gomati,Amarpur,Ampi,Chechua,South Sangang,2024,76.97,88.11,30.7,106.83,302.61
Village Council,Naharmabadal,1058.885192,Gomati,Udaipur,Killa,Killa,Joyingbari,2024,74.52,93.46,59.89,136.71,364.58
Village Council,Chandrakumar EDC,1495.18798,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Laxmipur,2024,65.37,104.63,79.54,138.61,388.15
Village Council,Atharabhola JFMC,496.8080177,Gomati,Udaipur,Killa,T.C Bari,Jalema,2024,11.25,18.87,34.98,13.34,78.44
Village Council,Thumbari,1274.375314,Gomati,Udaipur,Killa,Killa,North Baramura,2024,136.86,183.75,65.39,259.34,645.34
Village Council,Haja Twisha,1493.508337,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Dalapati,2024,90.15,189.71,98.1,202.38,580.34
Village Council,Ganda Twisa,3575.590109,Gomati,Amarpur,Amarpur,Bampur,East Sarbong,2024,518.37,517.56,151.65,1075.33,2262.91
Village Council,Rangajhari EDC,643.2667969,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2024,30.1,45.24,35.91,61.79,173.04
Village Council,Kanankta Para,1994.007718,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Uttar Gandacherra,2024,87.25,221.99,143.11,185.49,637.84
Village Council,Longdhor,529.5508976,Gomati,Udaipur,Killa,Khupilong,Bagma,2024,8.33,19.58,29,10.78,67.69
Village Council,Ha Khamber,1676.570928,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Kalyansing,2024,132.02,193.08,117.53,228.91,671.54
Village Council,Tangpaiya,4038.917042,Gomati,Amarpur,Ampi,Ekjamchara,Ekjancherra,2024,458.32,594.62,158.42,1099.6,2310.96
Village Council,Serthum,588.3423222,Gomati,Amarpur,Ampi,Ampi,North Sangang,2024,46.58,73.91,38.83,69.99,229.31
Village Council,Jari Milre EDC,479.1290548,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2024,22.61,37.48,28.75,42.15,130.99
Village Council,Karna kishore,843.5738217,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2024,61.31,101.61,62.52,120.88,346.32
Village Council,Kunarampara,431.4061346,Gomati,Amarpur,Ampi,Ekjamchara,Melchi,2024,11.7,23.58,26.7,11.66,73.64
Village Council,Temtui Kami,1542.28927,Gomati,Amarpur,Ampi,Ampi,Chechua,2024,51.33,83.35,81.23,52.92,268.83
Village Council,Mohannya Para,830.5595273,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bhagirath,2024,65.84,87.11,67.42,123,343.37
Village Council,Manthar,2448.323272,Gomati,Udaipur,Killa,Killa,North Brajendra Nagar,2024,174.88,214.99,148.6,320.41,858.88
Village Council,Hojagiri,236.0275668,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2024,15.31,29.16,16.01,33.23,93.71
Village Council,New Boncher,741.9805817,Gomati,Amarpur,Ampi,Ampi,Baishyamani,2024,75.36,89.3,46.99,87.88,299.53
Village Council,Atharamura,878.1725171,Gomati,Amarpur,Ampi,Ekjanchara,Gamaicherra,2024,52.56,99.22,52.24,99.74,303.76
Village Council,Lailak,1955.895563,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2024,285.99,238.02,100.33,539.03,1163.37
Village Council,Nelsi,572.9380424,Gomati,Amarpur,Ampi,Ampi,Ompinagar,2024,11.43,20.71,29.46,8.5,70.1
Village Council,Dalirai EDC,629.2111058,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2024,33.54,56.54,57.49,69.33,216.9
Village Council,20 Kilo,1421.684188,Gomati,Amarpur,Ampi,Dhanlekha,Gamaicherra,2024,264.33,285.94,46.22,467.27,1063.76
Village Council,Balong Hamkrai Bodal EDC,838.2293047,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2024,36.85,72.12,56.86,79.31,245.14
Village Council,Girachandra Para JFMC,1164.767828,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2024,117.07,96.66,98.45,130.65,442.83
Village Council,Nabakumar Para,706.8683916,Dhalai,Ambassa,Gonda Twisa,Bhagirath Para,Siddha Para,2024,58.96,81.25,53.73,107.67,301.61
Village Council,Salka,1142.368687,Gomati,Amarpur,Amarpur,Sarbong,Haripur,2024,50.04,81.73,65.52,65.28,262.57
Village Council,Lungthang,1176.680776,Gomati,Amarpur,Ampi,Dhanlekha,Toidudhepa,2024,89.66,108.58,66.07,127.97,392.28
Village Council,Ruhida & Rajaram,1001.259962,Gomati,Amarpur,Ampi,Chankhala,East Taichalong,2024,79.05,113.95,61.12,147.36,401.48
Village Council,Agachaimarua,1831.602949,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2024,292.93,228.91,84.49,564.57,1170.9
Village Council,Punlonga,518.5444356,Gomati,Amarpur,Ampi,Taidu,Taidu,2024,13.56,28.72,30.37,11.72,84.37
Village Council,Ramthwk,596.3272385,Gomati,Amarpur,Ampi,Chankhala,West Taichhlong,2024,36.3,48.61,32.8,29.45,147.16
Village Council,Athukrai,317.8682609,Dhalai,Ambassa,Ganganagar,Ganganagar,Radharambari,2024,20.46,34.41,26.1,33.13,114.1
Village Council,Yakbaksa,788.4623838,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2024,34.83,81.55,65.2,67.97,249.55
Village Council,Harung Para,1368.110036,Gomati,Amarpur,Ampi,Chankhala,Jambukcherra,2024,67.28,106.32,82.08,107.16,362.84
Village Council,Y-Ghati,1635.059762,Gomati,Amarpur,Killa,T.C Bari,Palku,2024,205.68,207.53,69,411.84,894.05
Village Council,Batapara,3745.076826,Gomati,Amarpur,Ampi,Chankhala,Ompicherra,2024,485.54,654.61,159.03,1073.79,2372.97
Village Council,Sisathai,514.2416299,Dhalai,Ambassa,Ganganagar,Karnamanipara,Ganganagar,2024,29.8,60.8,46.16,50.09,186.85
Village Council,Lungfung,1881.540965,Gomati,Amarpur,Ampi,Taidu,North Toidu,2024,68.55,133.37,124.54,63.38,389.84
Village Council,Nithok,652.3879647,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2024,26.08,57.71,45.72,43.21,172.72
Village Council,Salpaha,1158.138717,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2024,83.15,116.96,87.49,156.64,444.24
Village Council,Karasmai,1421.653247,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2024,90.74,145.17,93.95,199.4,529.26
Village Council,Tongthai,2842.318087,Dhalai,Ambassa,Ganganagar,Karnamanipara,Tetaiya,2024,168.41,272.93,289.43,268.79,999.56
Village Council,Khumber,1493.3623,Dhalai,Ambassa,Gonda Twisa,Ganganagar,Karanmani Para,2024,84.19,179.3,133.77,141.76,539.02
Village Council,Chaskhang,1573.753774,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2024,60.15,174.17,137,118.66,489.98
Village Council,Tuiyari,1186.533777,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2024,138.29,214.99,82.83,196.05,632.16
Village Council,Hamiyakma,1139.696793,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2024,69.97,135.48,78.36,143.97,427.78
Village Council,LamKaham,1467.633997,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2024,56.27,118.14,117.72,117.54,409.67
Village Council,Khasrang,1895.747904,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2024,91.63,124.61,199.73,130.05,546.02
Gram Panchayet,Balipara,51.39589958,South Tripura,Sabroom,Satchand,Betaga,Indiranagar,2025,0.35,0.54,1.74,0.24,2.87
Gram Panchayet,Nathurampara,404.8198449,South Tripura,Sabroom,Srinagar,Amlighat,Amlighat,2025,6.17,17.19,17.02,14.11,54.49
Village Council,Herbatali,906.8277182,South Tripura,Belonia,Satchand,Betaga,Harbatali,2025,29.82,50.1,56.26,38.4,174.58
Village Council,Bhangamura,1082.582446,South Tripura,Belonia,Srinagar,Amlighat,Harbatali,2025,64.93,113.49,86.89,111.07,376.38
Village Council,Mandalipara,376.4393268,South Tripura,Sabroom,Satchand,Betaga,Ratanmani,2025,13.23,22.74,28.79,19.3,84.06
Gram Panchayet,Srinagar,484.9227928,South Tripura,Sabroom,Srinagar,Srinagar,Srinagar,2025,3.98,7.57,15.33,4.38,31.26
Village Council,Dulakchari,473.8041812,South Tripura,Sabroom,Srinagar,Amlighat,Ratanmani,2025,35.54,52.21,35.64,54.18,177.57
Gram Panchayet,Pongbari Kanalbari,440.919005,South Tripura,Sabroom,Srinagar,Srinagar,Subashnagar,2025,3.64,4.65,14.38,1.6,24.27
Village Council,Khumchari,571.4346031,South Tripura,Sabroom,Srinagar,Srinagar,Dasharath Nagar,2025,38.63,68.49,38.16,52.88,198.16
Village Council,Uttar Betaga,909.2389351,South Tripura,Belonia,Satchand,Betaga,Betaga,2025,34.08,58.05,78.13,44.67,214.93
Village Council,South Baisnabpur,783.786813,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2025,18.28,42.66,63.06,31.03,155.03
Village Council,Joy Sing Bari,1079.854746,South Tripura,Sabroom,Srinagar,Shankartilla,West Takkatulshi,2025,72.31,117.3,93.05,117.09,399.75
Village Council,Kaladhepa,371.5142787,South Tripura,Sabroom,Satchand,Manubazar,Kaladhepa,2025,5.85,7.59,18.69,6.16,38.29
Village Council,Dakshin Bijoypur,606.2007839,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2025,17.4,38.26,41.83,31.35,128.84
Village Council,Gagrabosti,720.7816878,South Tripura,Sabroom,Bankul,Baisnabpur,Baishnabpur,2025,25.29,51.07,45.16,42.31,163.83
Gram Panchayet,Madhupara,625.8155324,South Tripura,Sabroom,Srinagar,Shankartilla,Rajnagar,2025,44.9,88.49,39.57,102.6,275.56
Village Council,Phulchari,186.9672523,South Tripura,Sabroom,Satchand,Manubazar,North Kaladhepa,2025,2.45,4.08,10.51,2.51,19.55
Village Council,Ramchanpara,2353.095723,South Tripura,Sabroom,Srinagar,Shankartilla,East Tekka Tulshi R.F,2025,130.61,239.71,185.79,225.68,781.79
Village Council,Salka,1057.327373,South Tripura,Sabroom,Bankul,Magroom,Magroom,2025,66.64,129.35,76.79,132.54,405.32
Village Council,Mawchang,1020.30757,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2025,59.96,111.78,72.52,114.53,358.79
Gram Panchayet,Joypur,885.8036132,South Tripura,Belonia,Hrishyamukh,Nalua,Krishnanagar,2025,13.21,26.09,32.93,20.97,93.2
Village Council,Naya Bari,739.9747893,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2025,54.74,96.52,52.69,112.45,316.4
Village Council,Lama Kahum,1077.673208,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2025,87.03,140.17,68.6,187.19,482.99
Gram Panchayet,Krishnanagar,681.8270801,South Tripura,Belonia,Hrishyamukh,Nalua,Haripur,2025,13.05,19.83,26.9,13.39,73.17
Village Council,Manoranjanpara,776.8113934,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2025,48.58,96.44,58.56,93.35,296.93
Village Council,Brinda Kishore Roaja Para,1544.649886,South Tripura,Sabroom,Bankul,Bankul,Bishnupur,2025,91.45,170.05,121.22,146.47,529.19
Gram Panchayet,Malambari,941.4472309,South Tripura,Belonia,Hrishyamukh,Malambari,Hrishyamukh,2025,13.17,19.36,40.12,11.61,84.26
Village Council,Ananda Kumar,413.7284721,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2025,6.45,8.81,16.15,4.83,36.24
Village Council,Chota Sakbari,347.6400353,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2025,5.17,7.28,16.92,4.94,34.31
Village Council,Maa Bankumai,1965.79398,South Tripura,Belonia,Hrishyamukh,Hrishyamukh,Dhananjoy Nagar,2025,155.25,262.3,129.82,295.8,843.17
Village Council,Chati,608.126203,South Tripura,Sabroom,Satchand,Bhuratali,North Taichima,2025,10.6,20.99,45.51,14.59,91.69
Gram Panchayet,Bhatubari,1539.280039,South Tripura,Belonia,Hrishyamukh,Motai,Debipur,2025,23.76,36.34,65.02,18.8,143.92
Village Council,Khakaham,709.415069,South Tripura,Belonia,Kakulia,Manirambari,Manirampur,2025,34.22,58.08,51.24,37.44,180.98
Village Council,South Hichachara,1035.420124,South Tripura,Santirbazar,Kakulia,Abhanga,Ramraibari,2025,16.18,22.12,49.96,12.13,100.39
Village Council,Thansha,687.6079532,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2025,51.87,87.26,45.9,91.39,276.42
Village Council,Sachirambari,1705.56944,South Tripura,Santirbazar,Kakulia,Abhanga,South Hichacherra,2025,21.98,38.55,97.8,26.96,185.29
Village Council,Hakchal,775.5864083,South Tripura,Santirbazar,Kakulia,Srikantabari,Abangchara,2025,24.88,52.85,52.63,43.2,173.56
Gram Panchayet,Madhya Pilak,758.484846,South Tripura,Santirbazar,Kakulia,Abhanga,South Jolaibari,2025,10.6,12.92,43.18,9.17,75.87
Village Council,Mohininagar,795.7699783,South Tripura,Belonia,Hrishyamukh,Motai,Mohini Nagar,2025,59.05,89.36,57.74,81.21,287.36
Gram Panchayet,Joykatpur,733.8153542,South Tripura,Belonia,Hrishyamukh,Motai,Baspadua,2025,6.05,11.57,33.25,3.5,54.37
Village Council,Khorangbaksha,1148.005178,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2025,31.07,50.88,69.61,30.41,181.97
Village Council,Pohar,1602.859245,South Tripura,Santirbazar,Kakulia,Srikantabari,Tuirbhuma Kowaifung,2025,99.98,193.63,126.45,212.27,632.33
Gram Panchayet,Kathalia,1385.905107,South Tripura,Santirbazar,Kakulia,Muhuripur,Muhuripur,2025,22.99,15.68,55.17,4.22,98.06
Village Council,Ambuchai,592.837673,South Tripura,Belonia,Hrishyamukh,Ratanpur,Ratanpur,2025,17.22,25.44,41.29,16.66,100.61
Gram Panchayet,Khunati,1442.230133,South Tripura,Santirbazar,Kakulia,Kakulia,Muhuripur R.F.,2025,42.05,37.68,66.3,21.04,167.07
Gram Panchayet,Kasta Kumar Para,1104.215347,South Tripura,Santirbazar,Kakulia,Srikantabari,North Jolaibari,2025,33.3,55.39,82.04,45.37,216.1
Gram Panchayet,Sakyamuni,752.2643786,South Tripura,Santirbazar,Kakulia,Kakulia,Latua Tilla,2025,12.09,12.07,29.93,4.02,58.11
Gram Panchayet,Gaburchara,341.1164,South Tripura,Belonia,Hrishyamukh,Ratanpur,North Sarashima,2025,2.62,3.27,12.85,1.1,19.84
Village Council,Sanghati,893.8763689,South Tripura,Belonia,Hrishyamukh,Ratanpur,Gaburcherra,2025,19.58,30.27,58.05,15.5,123.4
Village Council,Khumthaima,615.0635003,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,2025,29.54,49.84,42.35,61.05,182.78
Village Council,Twisawatalok,862.3882078,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,2025,23.93,41.91,51.22,33.51,150.57
Village Council,Vaktiram,422.3309061,South Tripura,Santirbazar,Bagafa,Laxmicherra,Baikhora,2025,19.53,31.41,29.62,31.28,111.84
Gram Panchayet,Swrangdi,1433.460549,South Tripura,Belonia,Bagafa,Santirbazar,Gardhang,2025,19.45,27.1,71.18,13.23,130.96
Village Council,Yakalam,1633.772526,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,2025,120.1,173.53,104.03,200.66,598.32
,Raikalam,247.2754547,South Tripura,Santirbazar,Bagafa,Bagafa,,2025,16.13,27.1,18.56,29.75,91.54
Village Council,Laxmicherra,1842.455474,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,2025,109.48,174.31,137.37,268.95,690.11
Village Council,Pragati,402.7640408,South Tripura,Santirbazar,Bagafa,Santirbazar,Kathaliacherra,2025,16.27,14.79,20.65,4.47,56.18
Village Council,Rabithakur,658.7441488,Sepahijala,Sonamura,Kathalai,Kathalai,Manaipathar,2025,7.42,8.1,39.28,4.59,59.39
Village Council,Agragati,1325.872819,South Tripura,Santirbazar,Bagafa,Bagafa,Madhya Kathalia,2025,119.75,164.07,85.13,233.24,602.19
Gram Panchayet,Maitry,509.0098114,Sepahijala,Sonamura,Kathalai,Jatrapur,South Maheshpur,2025,2.52,3.58,27.25,0.83,34.18
Village Council,Twisawaklou,761.3693882,South Tripura,Santirbazar,Bagafa,Patichari,Rajapur,2025,7.08,11.84,40.33,5.07,64.32
Village Council,Taj,888.6125067,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,2025,15.75,20.34,49.22,9.84,95.15
Village Council,Twichoma,408.782867,South Tripura,Santirbazar,Bagafa,Bagafa,Kathaliacherra,2025,8.91,14.17,20.32,7.03,50.43
Village Council,Paribartan,1214.437495,South Tripura,Belonia,Bagafa,Bagafa,Debipur,2025,140.42,163.38,70.04,345.24,719.08
Gram Panchayet,Sanghati,999.1142895,Sepahijala,Sonamura,Kathalai,Kathalai,Kathalia,2025,7.43,10.87,59.93,4.6,82.83
Gram Panchayet,Banakalayan,560.0907791,Sepahijala,Sonamura,Kathalai,Masima,Nirvoypur,2025,0.54,3.24,18.02,0.4,22.2
Village Council,Kokbang Motha,438.5493154,South Tripura,Santirbazar,Bagafa,Devipur,Kathaliacherra,2025,32.19,44.82,26.95,45.31,149.27
Village Council,Valasa,776.4512867,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,2025,13.35,19.44,34.08,8.51,75.38
Gram Panchayet,MBBKM,502.5201688,Sepahijala,Sonamura,Kathalai,Masima,Jatrapur,2025,0.58,1.52,12.28,0.44,14.82
Village Council,Patichari,1377.006272,South Tripura,Santirbazar,Bagafa,Patichari,Patichhari,2025,9.21,13.31,64.6,3.16,90.28
Village Council,Kamihumkrai,1231.938588,South Tripura,Santirbazar,Bagafa,Devipur,South Takmachara,2025,78.1,106.73,84.69,105.15,374.67
Village Council,Takma,1823.70062,South Tripura,Belonia,Bagafa,Manpathar,Takmacherra,2025,35.37,51.72,98.55,26.78,212.42
Village Council,Yaprikta,1758.70187,South Tripura,Belonia,Bagafa,Devipur,Debipur,2025,186.32,216.41,119.58,347.71,870.02
