GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,FCD_Scrub_Land_ha,FCD_Open_Forest_ha,FCD_Moderate_Dense_Forest_ha,FCD_Very_Dense_Forest_ha,Year,Total_Veg_FCD_ha
Village Council,Harung Para,1368.11003648,Gomati,Amarpur,Ampi,Chankhala,Jambukcherra,94.16,231.21,189.99,388.73,2024,904.09
Village Council,Y-Ghati,1635.05976157,Gomati,Amarpur,Killa,T.C Bari,Palku,18.84,104.46,161.1,581.66,2024,866.06
Village Council,Batapara,3745.07682631,Gomati,Amarpur,Ampi,Chankhala,Ompicherra,32.08,201.34,330.4,1404.72,2024,1968.54
Village Council,Sisathai,514.241629853,Dhalai,Ambassa,Ganganagar,Karnamanipara,Ganganagar,1.06,30.15,87.06,137.97,2024,256.24
Village Council,Lungfung,1881.54096483,Gomati,Amarpur,Ampi,Taidu,North Toidu,93.84,302.32,298.26,661.96,2024,1356.38
Village Council,Nithok,652.387964658,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,25.97,100.2,111.01,161.63,2024,398.81
Village Council,Salpaha,1158.13871714,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,9.86,71.1,123.07,325.3,2024,529.33
Village Council,Karasmai,1421.65324712,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,19.13,119.29,166.96,393.93,2024,699.31
Village Council,Tongthai,2842.31808744,Dhalai,Ambassa,Ganganagar,Karnamanipara,Tetaiya,11.39,166.28,503.04,535.48,2024,1216.19
Village Council,Khumber,1493.3623,Dhalai,Ambassa,Gonda Twisa,Ganganagar,Karanmani Para,3.94,74.16,252.94,382.72,2024,713.76
Village Council,Chaskhang,1573.75377408,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,14.53,142.57,310.48,328.76,2024,796.34
Village Council,Tuiyari,1186.53377723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,6.07,90.07,202.61,325.75,2024,624.5
Village Council,Hamiyakma,1139.69679265,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,18.77,84.76,132.36,340.36,2024,576.25
Village Council,LamKaham,1467.63399723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,33.34,172.19,232.8,342.06,2024,780.39
Village Council,Khasrang,1895.74790361,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,23.27,122.48,341.21,439.28,2024,926.24
Gram Panchayet,Balipara,51.3958995764,South Tripura,Sabroom,Satchand,Betaga,Indiranagar,7.42,17.98,6.71,3.97,2025,36.08
Gram Panchayet,Nathurampara,404.819844884,South Tripura,Sabroom,Srinagar,Amlighat,Amlighat,34.81,114.41,67.31,48.25,2025,264.78
Village Council,Herbatali,906.827718162,South Tripura,Belonia,Satchand,Betaga,Harbatali,62.48,231.14,168.23,95.31,2025,557.16
Village Council,Bhangamura,1082.58244613,South Tripura,Belonia,Srinagar,Amlighat,Harbatali,20.33,202.67,218.44,144.81,2025,586.25
Village Council,Mandalipara,376.43932684,South Tripura,Sabroom,Satchand,Betaga,Ratanmani,18.17,99.83,68.9,35.33,2025,222.23
Gram Panchayet,Srinagar,484.922792835,South Tripura,Sabroom,Srinagar,Srinagar,Srinagar,68.46,136.75,101.52,48.36,2025,355.09
Village Council,Dulakchari,473.804181204,South Tripura,Sabroom,Srinagar,Amlighat,Ratanmani,6.56,75.16,92.4,70.5,2025,244.62
Gram Panchayet,Pongbari Kanalbari,440.919005037,South Tripura,Sabroom,Srinagar,Srinagar,Subashnagar,63.94,137.32,77.04,44.09,2025,322.39
Village Council,Khumchari,571.43460311,South Tripura,Sabroom,Srinagar,Srinagar,Dasharath Nagar,12.12,132.47,115.78,102.97,2025,363.34
Village Council,Uttar Betaga,909.238935141,South Tripura,Belonia,Satchand,Betaga,Betaga,30.14,195.03,209.39,93.74,2025,528.3
Village Council,South Baisnabpur,783.786813016,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,29.14,181.99,158.56,87.05,2025,456.74
Village Council,Joy Sing Bari,1079.85474589,South Tripura,Sabroom,Srinagar,Shankartilla,West Takkatulshi,8.89,152.04,220.47,164.97,2025,546.37
Village Council,Kaladhepa,371.514278694,South Tripura,Sabroom,Satchand,Manubazar,Kaladhepa,28.04,104.88,75.16,38.09,2025,246.17
Village Council,Dakshin Bijoypur,606.200783885,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,13.97,132.02,109.27,59.48,2025,314.74
Village Council,Gagrabosti,720.781687775,South Tripura,Sabroom,Bankul,Baisnabpur,Baishnabpur,55.56,182.73,114.13,60.29,2025,412.71
Gram Panchayet,Madhupara,625.815532408,South Tripura,Sabroom,Srinagar,Shankartilla,Rajnagar,5.26,81.56,107.87,144.59,2025,339.28
Village Council,Phulchari,186.967252257,South Tripura,Sabroom,Satchand,Manubazar,North Kaladhepa,11.57,58.45,36.33,15.21,2025,121.56
Village Council,Ramchanpara,2353.09572343,South Tripura,Sabroom,Srinagar,Shankartilla,East Tekka Tulshi R.F,35.58,399.52,452.08,350.49,2025,1237.67
Village Council,Salka,1057.32737303,South Tripura,Sabroom,Bankul,Magroom,Magroom,24.81,168.98,205.57,142.88,2025,542.24
Village Council,Mawchang,1020.3075696,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,24.28,168.56,185.87,131.02,2025,509.73
Gram Panchayet,Joypur,885.80361316,South Tripura,Belonia,Hrishyamukh,Nalua,Krishnanagar,107.4,316.82,132.64,83.4,2025,640.26
Village Council,Naya Bari,739.9747893,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,5.31,93.88,126.11,150.54,2025,375.84
Village Council,Lama Kahum,1077.67320808,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,6.74,114.87,175.28,257.41,2025,554.3
Gram Panchayet,Krishnanagar,681.827080141,South Tripura,Belonia,Hrishyamukh,Nalua,Haripur,76.73,236.29,110.53,83.15,2025,506.7
Village Council,Manoranjanpara,776.811393393,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,10.0,123.71,158.7,105.44,2025,397.85
Village Council,Brinda Kishore Roaja Para,1544.6498855,South Tripura,Sabroom,Bankul,Bankul,Bishnupur,36.76,305.74,291.89,179.75,2025,814.14
Gram Panchayet,Malambari,941.44723087,South Tripura,Belonia,Hrishyamukh,Malambari,Hrishyamukh,105.37,316.78,187.49,117.17,2025,726.81
Village Council,Ananda Kumar,413.728472093,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,12.79,125.61,96.51,56.92,2025,291.83
Village Council,Chota Sakbari,347.640035295,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,17.42,90.62,73.61,48.81,2025,230.46
Village Council,Maa Bankumai,1965.79397961,South Tripura,Belonia,Hrishyamukh,Hrishyamukh,Dhananjoy Nagar,13.31,223.26,325.88,498.68,2025,1061.13
Village Council,Chati,608.126203007,South Tripura,Sabroom,Satchand,Bhuratali,North Taichima,17.73,144.68,122.39,73.69,2025,358.49
Gram Panchayet,Bhatubari,1539.28003877,South Tripura,Belonia,Hrishyamukh,Motai,Debipur,138.39,443.34,399.4,230.23,2025,1211.36
Village Council,Khakaham,709.415068979,South Tripura,Belonia,Kakulia,Manirambari,Manirampur,18.85,166.44,151.52,137.91,2025,474.72
Village Council,South Hichachara,1035.42012358,South Tripura,Santirbazar,Kakulia,Abhanga,Ramraibari,51.45,280.79,226.54,162.94,2025,721.72
Village Council,Thansha,687.607953157,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,5.1,93.78,112.93,197.98,2025,409.79
Village Council,Sachirambari,1705.56944018,South Tripura,Santirbazar,Kakulia,Abhanga,South Hichacherra,59.11,555.47,330.65,145.13,2025,1090.36
Village Council,Hakchal,775.586408288,South Tripura,Santirbazar,Kakulia,Srikantabari,Abangchara,19.24,221.14,146.51,92.18,2025,479.07
Gram Panchayet,Madhya Pilak,758.484846032,South Tripura,Santirbazar,Kakulia,Abhanga,South Jolaibari,28.06,167.22,178.36,103.81,2025,477.45
Village Council,Mohininagar,795.769978331,South Tripura,Belonia,Hrishyamukh,Motai,Mohini Nagar,10.72,121.2,142.13,246.94,2025,520.99
Gram Panchayet,Joykatpur,733.815354216,South Tripura,Belonia,Hrishyamukh,Motai,Baspadua,59.3,228.08,216.38,109.05,2025,612.81
Village Council,Khorangbaksha,1148.00517798,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,93.25,309.38,237.75,179.38,2025,819.76
Village Council,Pohar,1602.85924483,South Tripura,Santirbazar,Kakulia,Srikantabari,Tuirbhuma Kowaifung,9.1,211.62,288.32,257.76,2025,766.8
Gram Panchayet,Kathalia,1385.90510724,South Tripura,Santirbazar,Kakulia,Muhuripur,Muhuripur,156.3,427.86,263.33,309.39,2025,1156.88
Village Council,Ambuchai,592.837673005,South Tripura,Belonia,Hrishyamukh,Ratanpur,Ratanpur,36.37,166.28,136.9,112.59,2025,452.14
Gram Panchayet,Khunati,1442.23013254,South Tripura,Santirbazar,Kakulia,Kakulia,Muhuripur R.F.,164.02,317.63,239.04,262.83,2025,983.52
Gram Panchayet,Kasta Kumar Para,1104.2153466,South Tripura,Santirbazar,Kakulia,Srikantabari,North Jolaibari,46.86,247.81,219.57,157.96,2025,672.2
Gram Panchayet,Sakyamuni,752.264378597,South Tripura,Santirbazar,Kakulia,Kakulia,Latua Tilla,38.21,225.19,193.77,159.41,2025,616.58
Gram Panchayet,Gaburchara,341.116399955,South Tripura,Belonia,Hrishyamukh,Ratanpur,North Sarashima,44.56,112.48,61.54,49.65,2025,268.23
Village Council,Sanghati,893.876368877,South Tripura,Belonia,Hrishyamukh,Ratanpur,Gaburcherra,58.52,244.46,229.99,176.96,2025,709.93
Village Council,Khumthaima,615.063500273,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,10.03,91.63,107.39,108.3,2025,317.35
Village Council,Twisawatalok,862.388207809,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,30.45,140.47,178.29,179.84,2025,529.05
Village Council,Vaktiram,422.330906142,South Tripura,Santirbazar,Bagafa,Laxmicherra,Baikhora,11.31,46.99,78.79,98.82,2025,235.91
Gram Panchayet,Swrangdi,1433.46054891,South Tripura,Belonia,Bagafa,Santirbazar,Gardhang,114.35,523.28,290.13,218.93,2025,1146.69
Village Council,Yakalam,1633.77252567,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,44.28,273.55,266.61,361.29,2025,945.73
,Raikalam,247.275454696,South Tripura,Santirbazar,Bagafa,Bagafa,,6.09,33.22,38.85,55.01,2025,133.17
Village Council,Laxmicherra,1842.4554739,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,12.46,196.75,306.67,327.08,2025,842.96
Village Council,Pragati,402.764040818,South Tripura,Santirbazar,Bagafa,Santirbazar,Kathaliacherra,21.38,72.8,70.45,124.32,2025,288.95
Village Council,Rabithakur,658.744148845,Sepahijala,Sonamura,Kathalai,Kathalai,Manaipathar,78.92,211.41,131.56,56.7,2025,478.59
Village Council,Agragati,1325.87281894,South Tripura,Santirbazar,Bagafa,Bagafa,Madhya Kathalia,23.06,183.93,205.39,336.53,2025,748.91
Gram Panchayet,Maitry,509.009811421,Sepahijala,Sonamura,Kathalai,Jatrapur,South Maheshpur,49.81,178.15,114.02,76.84,2025,418.82
Village Council,Twisawaklou,761.369388166,South Tripura,Santirbazar,Bagafa,Patichari,Rajapur,50.96,214.92,239.59,99.28,2025,604.75
Village Council,Taj,888.612506686,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,53.08,222.21,199.31,201.64,2025,676.24
Village Council,Twichoma,408.782866957,South Tripura,Santirbazar,Bagafa,Bagafa,Kathaliacherra,15.91,103.95,86.53,103.95,2025,310.34
Village Council,Paribartan,1214.43749487,South Tripura,Belonia,Bagafa,Bagafa,Debipur,2.46,77.65,178.86,320.43,2025,579.4
Gram Panchayet,Sanghati,999.114289477,Sepahijala,Sonamura,Kathalai,Kathalai,Kathalia,90.97,337.01,225.28,103.16,2025,756.42
Gram Panchayet,Banakalayan,560.090779087,Sepahijala,Sonamura,Kathalai,Masima,Nirvoypur,61.04,235.89,138.1,29.7,2025,464.73
Village Council,Kokbang Motha,438.549315413,South Tripura,Santirbazar,Bagafa,Devipur,Kathaliacherra,10.17,58.61,64.24,127.39,2025,260.41
Village Council,Valasa,776.451286667,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,53.09,186.15,172.72,155.46,2025,567.42
Gram Panchayet,MBBKM,502.520168767,Sepahijala,Sonamura,Kathalai,Masima,Jatrapur,76.52,218.97,65.04,20.25,2025,380.78
Village Council,Patichari,1377.00627167,South Tripura,Santirbazar,Bagafa,Patichari,Patichhari,90.25,422.51,427.19,228.51,2025,1168.46
Village Council,Kamihumkrai,1231.93858827,South Tripura,Santirbazar,Bagafa,Devipur,South Takmachara,36.39,201.16,231.82,272.63,2025,742.0
Village Council,Takma,1823.70062033,South Tripura,Belonia,Bagafa,Manpathar,Takmacherra,94.4,455.0,451.04,327.93,2025,1328.37
Village Council,Yaprikta,1758.70186956,South Tripura,Belonia,Bagafa,Devipur,Debipur,14.46,187.33,295.91,433.75,2025,931.45
Village Council,Sabujdeep,1349.79597252,Sepahijala,Sonamura,Kathalai,Jatrapur,Dasarath Bari,27.24,327.57,520.04,214.67,2025,1089.52
Village Council,Sonapur,477.951873531,Sepahijala,Sonamura,Kathalai,Dhanpur,Kalikhola,40.8,202.74,115.54,29.39,2025,388.47
,Janakalyan,488.747277659,Sepahijala,Sonamura,Melaghar,Kalakhet,,43.3,174.97,169.99,44.94,2025,433.2
,Agragami,508.719874497,Sepahijala,Sonamura,Melaghar,Kalakhet,,84.67,210.67,102.63,32.54,2025,430.51
Gram Panchayet,Harichand Humkrai,576.980486944,Sepahijala,Sonamura,Melaghar,Induria,Baniachara,18.41,187.43,225.07,68.87,2025,499.78
Village Council,Chandulkami,1048.45460114,Sepahijala,Sonamura,Melaghar,Induria,Chandul,59.66,302.52,350.6,159.44,2025,872.22
Gram Panchayet,Indra Kumar Para,634.393480741,Sepahijala,Sonamura,Melaghar,Bairagibazar,Bejimara,92.57,226.49,118.72,60.92,2025,498.7
,Ramapadapara,122.991213557,Sepahijala,Sonamura,Melaghar,Sonamara,,12.91,47.56,25.03,9.86,2025,95.36
Gram Panchayet,Matinagar,1617.82966655,Sepahijala,Sonamura,Boxanagar,Matinagar,Matinagar,172.35,608.46,400.16,88.27,2025,1269.24
Village Council,Panchnaliya,647.303111942,Sepahijala,Sonamura,Boxanagar,Matinagar,Dhanirampur,20.06,200.79,208.73,92.44,2025,522.02
Gram Panchayet,Kamalnagar,627.091768573,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Kamalnagar,86.34,227.33,134.67,33.15,2025,481.49
Village Council,Bijoynagar,874.579267008,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Bijoynagar,31.38,282.21,228.7,91.44,2025,633.73
Gram Panchayet,South Kalamchowra,656.865334562,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,80.06,262.1,106.59,35.43,2025,484.18
Gram Panchayet,North Kalamchowra,533.959137835,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,67.7,220.61,73.56,21.72,2025,383.59
Village Council,Anandanagar,446.009744782,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Bijoynagar,29.08,127.93,46.08,15.61,2025,218.7
Gram Panchayet,Ashabari,822.338754546,Sepahijala,Sonamura,Boxanagar,Ashabari,North Kalamchoura,113.43,289.75,87.73,38.54,2025,529.45
Gram Panchayet,Kalshimura,502.227323255,Sepahijala,Sonamura,Boxanagar,Boxanagar,Kalshimura,86.13,194.34,61.24,29.19,2025,370.9
Village Council,Tarapadabari,244.503939572,Sepahijala,Jampuijala,Charilam,Pramodnagar,Pathaliaghat,39.06,81.91,51.27,13.34,2025,185.58
Village Council,Goliraibari,810.030561919,Sepahijala,Jampuijala,Charilam,Pramodnagar,Goliraibari,83.5,279.87,229.7,61.56,2025,654.63
Gram Panchayet,Puttia,262.831221619,Sepahijala,Sonamura,Boxanagar,Veluarchar,Boxanagar,65.21,80.98,20.88,26.88,2025,193.95
Village Council,Bangshibari,1258.14121854,Sepahijala,Jampuijala,Charilam,Charilam,Pathaliaghat,154.44,402.08,387.64,83.28,2025,1027.44
Village Council,Nazrul,560.735426556,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Amarendra Nagar,64.83,182.02,162.65,71.25,2025,480.75
Village Council,Amarendranagar,604.836894405,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Amarendra Nagar,58.6,173.29,212.21,77.06,2025,521.16
Gram Panchayet,Manikyanagar,1294.79155294,Sepahijala,Sonamura,Boxanagar,Boxanagar,Manikyanagar,229.92,482.11,166.4,63.15,2025,941.58
Gram Panchayet,Veluarchar,940.993727651,Sepahijala,Sonamura,Boxanagar,Veluarchar,Ashabari,201.86,311.9,89.22,38.57,2025,641.55
Village Council,Dingroi,832.489852984,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Hachuk Khurio,62.96,201.16,256.82,136.48,2025,657.42
Village Council,Pitra Hatai,1001.2148316,Sepahijala,Jampuijala,Jampuijala,Thelakung,Choygharia,20.33,147.42,161.53,254.64,2025,583.92
Village Council,Khumpoi Bodal,1311.98433764,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Pekuarjala,127.54,403.64,339.15,179.01,2025,1049.34
Village Council,Aitorma,297.086402879,Sepahijala,Jampuijala,Jampuijala,Jampuijala,West Takerjala,65.66,66.55,38.09,23.05,2025,193.35
Village Council,Mohanpur,961.962581945,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Mohanpur,96.06,315.82,250.71,94.34,2025,756.93
Village Council,Vasaitipu,349.260902593,Sepahijala,Amarpur,Jampuijala,Thelakung,Palku,2.03,34.11,50.53,95.58,2025,182.25
Village Council,Salka,943.570865159,Sepahijala,Jampuijala,Jampuijala,Jampuijala,North Takarjala,116.28,280.29,219.1,125.65,2025,741.32
Village Council,Pravapur,859.706927865,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Pravapur,99.41,245.3,263.54,54.38,2025,662.63
Village Council,Sindai Bodal,646.684640911,Sepahijala,Jampuijala,Jampuijala,Gabordi,Ratanpur,66.83,188.11,164.81,49.89,2025,469.64
Village Council,Patirai Bodal,698.680543556,Sepahijala,Jampuijala,Jampuijala,Jampuijala,East Takerjala,66.92,181.71,196.82,72.22,2025,517.67
Village Council,Singna Dol,3614.2382895,Khowai,Teliamura,Mungiakami,Haludiachara,Nonacherra,10.36,274.45,548.82,947.24,2025,1780.87
Village Council,Sambhucharan,1056.32342408,Sepahijala,Jampuijala,Jampuijala,Gabordi,East Ratanpur,93.61,302.72,370.79,90.16,2025,857.28
Village Council,Jhilingma,494.23564085,Sepahijala,Jampuijala,Jampuijala,Gabordi,Ratanpur,25.48,143.44,194.37,42.07,2025,405.36
Village Council,East Belbari,453.255119188,West Tripura,Jirania,Champknagar,Belbari,Bikram Molsom,40.49,108.74,103.78,41.66,2025,294.67
Village Council,GangiaTwisa,808.559493131,West Tripura,Jirania,Champknagar,Belbari,Bikram Molsom,42.45,191.14,163.79,112.65,2025,510.03
Village Council,Zarzui,2625.12204138,Sepahijala,Jampuijala,Jampuijala,Thelakung,Killaverma,46.33,286.15,370.0,739.49,2025,1441.97
Village Council,Thansa Bodol,608.729765367,West Tripura,Jirania,Champknagar,Champaknagar,East Belbari,61.05,164.15,145.91,78.53,2025,449.64
Village Council,R.C. Para,610.43528501,West Tripura,Jirania,Champknagar,Champabari,Champaknagar,10.54,71.06,92.16,183.49,2025,357.25
Village Council,Rwngsakha Bodal,1114.04071886,Khowai,Teliamura,Mungiakami,Kakracherra,Kakracherra,10.31,107.9,149.51,316.01,2025,583.73
Gram Panchayet,Sardukarkari,763.860433134,Khowai,Teliamura,Teliamura,Baramura,West Howaibari,9.25,60.83,98.37,253.74,2025,422.19
Village Council,Narangbari,548.992290196,West Tripura,Jirania,Champknagar,Champabari,Champabari,1.44,26.25,61.79,190.47,2025,279.95
Village Council,Bamsree Twisa,988.047048601,West Tripura,Jirania,Champknagar,Belbari,Belbari,110.61,275.59,220.41,81.27,2025,687.88
Village Council,Deven Twisa,257.750097342,West Tripura,Jirania,Champknagar,Champabari,Champabari,2.39,22.86,32.87,100.42,2025,158.54
Gram Panchayet,Hawaibari,453.070933285,Khowai,Teliamura,Teliamura,Baramura,Tuichindrai,4.18,34.83,57.05,177.92,2025,273.98
Village Council,KC Para,419.685934029,West Tripura,Jirania,Champknagar,Champaknagar,Champaknagar,46.58,98.6,68.37,68.18,2025,281.73
Village Council,Tuidolnai Bodal,1384.31455174,Khowai,Teliamura,Mungiakami,Chakmaghat,Manik Debbarma,96.27,263.88,199.17,344.24,2025,903.56
Village Council,Emmanualpara,364.658279758,West Tripura,Jirania,Champknagar,Champabari,Champaknagar,5.43,35.95,51.64,113.1,2025,206.12
Village Council,Bardwal,455.713048109,West Tripura,Jirania,Champknagar,Champabari,Champabari,1.45,27.95,53.59,164.18,2025,247.17
Gram Panchayet,Raktiacherra,171.425871573,West Tripura,Jirania,Mandwi,Raktiacherra,East Debendranagar,21.17,54.96,39.05,20.44,2025,135.62
Gram Panchayet,Hamkrai,242.300323507,West Tripura,Jirania,Champknagar,Champaknagar,East Debendranagar,40.16,67.24,30.9,28.89,2025,167.19
Village Council,Aitorma Bodal,956.22022725,Khowai,Teliamura,Mungiakami,Kakracherra,Kakracherra,11.07,113.22,133.58,258.31,2025,516.18
Village Council,Marthandol,2308.55502976,Khowai,Teliamura,Mungiakami,Kakracherra,Nonacherra,10.89,147.86,265.19,676.72,2025,1100.66
Village Council,Sinai Kami,600.573796704,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,17.27,102.55,103.74,161.8,2025,385.36
Village Council,Hardai,1250.35102569,Khowai,Teliamura,Teliamura,Baramura,South Hadrai,55.34,182.25,162.21,409.73,2025,809.53
Village Council,Bongshimukha,935.169956114,Khowai,Teliamura,Mungiakami,Nugraipara,Atharamura,11.38,48.05,73.6,327.99,2025,461.02
Village Council,Thaipungbil,852.368968536,Khowai,Teliamura,Mungiakami,Nugraipara,Atharamura,11.15,51.78,74.26,292.03,2025,429.22
Village Council,Khakaham,567.071582479,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,3.16,28.2,50.64,186.27,2025,268.27
Village Council,Dumti Para,752.877887977,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,7.53,85.22,151.41,203.17,2025,447.33
,Madhya Krishnapur,469.877562477,Khowai,Teliamura,Teliamura,Teliamura,,45.07,110.61,55.5,139.06,2025,350.24
Village Council,Brigudas Bari,694.174500358,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,2.42,66.16,135.47,155.01,2025,359.06
Village Council,Kwtal Bodal,710.292183199,Khowai,Teliamura,Mungiakami,Mungiakami,Atharamura,3.23,39.43,63.92,230.73,2025,337.31
Village Council,Chakmaghat,461.217566213,Khowai,Teliamura,Mungiakami,Chakmaghat,East Laxmipur,21.12,63.18,36.73,207.42,2025,328.45
Village Council,Twikalai Kami,112.805799861,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,0.56,14.43,23.83,19.1,2025,57.92
Village Council,Bolong Hamkrai Bodal,1163.99365071,Khowai,Teliamura,Mungiakami,Mungiakami,Haludia,62.18,217.03,145.06,331.33,2025,755.6
Village Council,Khatansa Bodal,848.257512931,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,0.91,37.66,72.99,272.38,2025,383.94
Village Council,Sichandi,527.246343272,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,12.9,91.85,100.93,117.13,2025,322.81
,Uttar Krishnapur,405.416344962,Khowai,Teliamura,Teliamura,Teliamura,,31.93,107.62,69.25,86.45,2025,295.25
Village Council,Manikung Kami,633.795024468,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,3.33,64.07,128.46,122.89,2025,318.75
Village Council,Lokuhamkrai Bodal,548.581576403,Khowai,Teliamura,Mungiakami,Mungiakami,Atharamura,1.41,28.35,54.09,156.06,2025,239.91
Village Council,Jorkaham,663.740870941,Khowai,Teliamura,Teliamura,Duski,North Pulinpur,4.29,48.22,86.44,242.84,2025,381.79
Village Council,Yaprikwtal Bodal,353.571168541,Khowai,Teliamura,Tulashikhar,Champahour,Atharamura,1.32,25.67,41.18,109.89,2025,178.06
